Subject,SentOn,ReceivedTime,Customer,Room,Model,Axeda S/N,Date,State,Date_JST
"TW ConnectionStatusDetection : **AMEN** Main Street Radiology 5 SVG4 SMS20190046: SVG4","2024-08-24 13:57:40","2024-08-24 13:57:48.525000","**AMEN** Main Street Radiology 5 SVG4","SMS20190046: SVG4","DR-300","SNE5DF03196C49","2024-08-23 23:57:37.266 UTC-05:00","false","2024-08-24 13:57:37.266000"
"TW ConnectionStatusDetection : **SNW** Logan Medical Center in Kalispell SVG4 SMS20200346: SVG4","2024-08-24 14:09:21","2024-08-24 14:09:26.547000","**SNW** Logan Medical Center in Kalispell SVG4","SMS20200346: SVG4","DR-300","SN0C879B03D44F","2024-08-23 22:09:19.975 UTC-07:00","true","2024-08-24 14:09:19.975000"
"TW ConnectionStatusDetection : **AIL** Yale Newhaven Health #2 SMS20220036: FSX1","2024-08-24 14:09:17","2024-08-24 14:09:20.791000","**AIL** Yale Newhaven Health #2","SMS20220036: FSX1","FLUOROspeed.X1","SNA83924A796C1","2024-08-24 00:09:15.519 UTC-05:00","true","2024-08-24 14:09:15.519000"
"TW ConnectionStatusDetection : **AIL** Yale Newhaven Health #1 SMS20220168: FSX1","2024-08-24 14:09:03","2024-08-24 14:09:08.399000","**AIL** Yale Newhaven Health #1","SMS20220168: FSX1","FLUOROspeed.X1","SN788154A796C1","2024-08-24 00:09:01.362 UTC-05:00","true","2024-08-24 14:09:01.362000"
"TW ConnectionStatusDetection : **AMEN** Main Street Radiology 5 SVG4 SMS20190046: SVG4","2024-08-24 14:16:07","2024-08-24 14:16:13.416000","**AMEN** Main Street Radiology 5 SVG4","SMS20190046: SVG4","DR-300","SNE5DF03196C49","2024-08-24 00:16:05.241 UTC-05:00","true","2024-08-24 14:16:05.241000"
"TW ConnectionStatusDetection : **AMEN** Main Street Radiology 5 SVG4 SMS20190046: SVG4","2024-08-24 15:22:40","2024-08-24 15:22:45.668000","**AMEN** Main Street Radiology 5 SVG4","SMS20190046: SVG4","DR-300","SNE5DF03196C49","2024-08-24 01:22:37.249 UTC-05:00","false","2024-08-24 15:22:37.249000"
"TW ConnectionStatusDetection : **SNW** Logan Medical Center in Kalispell SVG4 SMS20200346: SVG4","2024-08-24 15:22:40","2024-08-24 15:22:44.932000","**SNW** Logan Medical Center in Kalispell SVG4","SMS20200346: SVG4","DR-300","SN0C879B03D44F","2024-08-23 23:22:37.255 UTC-07:00","false","2024-08-24 15:22:37.255000"
"TW ConnectionStatusDetection : **SNW** Logan Medical Center in Kalispell SVG4 SMS20200346: SVG4","2024-08-24 15:36:05","2024-08-24 15:36:12.100000","**SNW** Logan Medical Center in Kalispell SVG4","SMS20200346: SVG4","DR-300","SN0C879B03D44F","2024-08-23 23:36:03.749 UTC-07:00","true","2024-08-24 15:36:03.749000"
"TW ConnectionStatusDetection : **AMEN** Main Street Radiology 5 SVG4 SMS20190046: SVG4","2024-08-24 15:51:52","2024-08-24 15:51:56.278000","**AMEN** Main Street Radiology 5 SVG4","SMS20190046: SVG4","DR-300","SNE5DF03196C49","2024-08-24 01:51:50.516 UTC-05:00","true","2024-08-24 15:51:50.516000"
"TW ConnectionStatusDetection : **CMS** McLeod Health Cheraw FSX1 SMS20220038: FSX1","2024-08-24 20:14:32","2024-08-24 20:14:36.959000","**CMS** McLeod Health Cheraw FSX1","SMS20220038: FSX1","FLUOROspeed.X1","SN0F3924A796C1","2024-08-24 06:14:30.051 UTC-05:00","true","2024-08-24 20:14:30.051000"
"TW ConnectionStatusDetection : **CMS** McLeod Health Cheraw FSX1 SMS20220038: FSX1","2024-08-24 19:17:55","2024-08-24 19:18:00.515000","**CMS** McLeod Health Cheraw FSX1","SMS20220038: FSX1","FLUOROspeed.X1","SN0F3924A796C1","2024-08-24 05:17:47.544 UTC-05:00","false","2024-08-24 19:17:47.544000"
"TW ConnectionStatusDetection : **SNW** St Peter's (MT) SM20220063: FSX1","2024-08-28 14:22:49","2024-08-28 14:22:54.544000","**SNW** St Peter's (MT)","SM20220063: FSX1","FLUOROspeed.X1","SN7BDBFB5DF30C","2024-08-27 22:22:48.278 UTC-07:00","true","2024-08-28 14:22:48.278000"
"TW ConnectionStatusDetection : **SNW** St Peter's (MT) SM20220063: FSX1","2024-08-28 14:22:39","2024-08-28 14:22:46.082000","**SNW** St Peter's (MT)","SM20220063: FSX1","FLUOROspeed.X1","SN7BDBFB5DF30C","2024-08-27 22:22:37.167 UTC-07:00","false","2024-08-28 14:22:37.167000"
"TW ConnectionStatusDetection : **SNW** St Peter's (MT) SM20220063: FSX1","2024-08-28 15:42:41","2024-08-28 15:42:50.002000","**SNW** St Peter's (MT)","SM20220063: FSX1","FLUOROspeed.X1","SN7BDBFB5DF30C","2024-08-27 23:42:37.165 UTC-07:00","false","2024-08-28 15:42:37.165000"
"TW ConnectionStatusDetection : **SNW** St Peter's (MT) SM20220063: FSX1","2024-08-28 15:44:49","2024-08-28 15:44:54.691000","**SNW** St Peter's (MT)","SM20220063: FSX1","FLUOROspeed.X1","SN7BDBFB5DF30C","2024-08-27 23:44:45.852 UTC-07:00","true","2024-08-28 15:44:45.852000"
"TW ConnectionStatusDetection : **SNW** St Peter's (MT) SM20220063: FSX1","2024-08-28 15:52:40","2024-08-28 15:52:46.111000","**SNW** St Peter's (MT)","SM20220063: FSX1","FLUOROspeed.X1","SN7BDBFB5DF30C","2024-08-27 23:52:37.163 UTC-07:00","false","2024-08-28 15:52:37.163000"
"TW ConnectionStatusDetection : **SNW** St Peter's (MT) SM20220063: FSX1","2024-08-28 15:56:52","2024-08-28 15:56:57.945000","**SNW** St Peter's (MT)","SM20220063: FSX1","FLUOROspeed.X1","SN7BDBFB5DF30C","2024-08-27 23:56:49.263 UTC-07:00","true","2024-08-28 15:56:49.263000"
"TW ConnectionStatusDetection : **CIS** William Bee Ririe Hospital SVG4 SMS20220234: SVG4","2024-08-28 16:37:40","2024-08-28 16:37:44.413000","**CIS** William Bee Ririe Hospital SVG4","SMS20220234: SVG4","DR-300","SN938154A796C1","2024-08-27 23:37:37.247 UTC-08:00","false","2024-08-28 16:37:37.247000"
"TW ConnectionStatusDetection : **CIS** William Bee Ririe Hospital SVG4 SMS20220234: SVG4","2024-08-28 16:59:21","2024-08-28 16:59:27.326000","**CIS** William Bee Ririe Hospital SVG4","SMS20220234: SVG4","DR-300","SN938154A796C1","2024-08-27 23:59:19.300 UTC-08:00","true","2024-08-28 16:59:19.300000"
"TW ConnectionStatusDetection : **BMI** CENTRACARE CLINIC WOMEN & CHILDREN SMS20220286: FSX1","2024-08-29 09:07:40","2024-08-29 09:07:46.538000","**BMI** CENTRACARE CLINIC WOMEN & CHILDREN","SMS20220286: FSX1","FLUOROspeed.X1","SNB78154A796C1","2024-08-28 18:07:37.162 UTC-06:00","false","2024-08-29 09:07:37.162000"
"TW ConnectionStatusDetection : **BMI** CENTRACARE CLINIC WOMEN & CHILDREN SMS20220286: FSX1","2024-08-29 10:02:51","2024-08-29 10:03:07.466000","**BMI** CENTRACARE CLINIC WOMEN & CHILDREN","SMS20220286: FSX1","FLUOROspeed.X1","SNB78154A796C1","2024-08-28 19:02:48.152 UTC-06:00","true","2024-08-29 10:02:48.152000"
"TW ConnectionStatusDetection : **CMS** Henry County Medical Center SVG4 SMS20200290: SVG4","2024-08-31 02:46:29","2024-08-31 02:46:35.624000","**CMS** Henry County Medical Center SVG4","SMS20200290: SVG4","DR-300","SNEB1F53196C49","2024-08-30 11:46:27.745 UTC-06:00","true","2024-08-31 02:46:27.745000"
"TW ConnectionStatusDetection : **BMI** McFarland Clinic FSX1 SMS20220161: FSX1","2024-08-31 02:05:22","2024-08-31 02:05:26.583000","**BMI** McFarland Clinic FSX1","SMS20220161: FSX1","FLUOROspeed.X1","SN588154A796C1","2024-08-30 11:05:20.557 UTC-06:00","true","2024-08-31 02:05:20.557000"
"TW ConnectionStatusDetection : **CMS** Henry County Medical Center SVG4 SMS20200290: SVG4","2024-08-31 01:07:39","2024-08-31 01:07:45.507000","**CMS** Henry County Medical Center SVG4","SMS20200290: SVG4","DR-300","SNEB1F53196C49","2024-08-30 10:07:37.271 UTC-06:00","false","2024-08-31 01:07:37.271000"
"TW ConnectionStatusDetection : **BMI** McFarland Clinic FSX1 SMS20220161: FSX1","2024-08-31 01:02:39","2024-08-31 01:02:46.170000","**BMI** McFarland Clinic FSX1","SMS20220161: FSX1","FLUOROspeed.X1","SN588154A796C1","2024-08-30 10:02:37.166 UTC-06:00","false","2024-08-31 01:02:37.166000"
"TW ConnectionStatusDetection : **BMI** Mercy Medical Center FSX1 SMS20220050: FSX1","2024-08-31 00:00:53","2024-08-31 00:00:58.948000","**BMI** Mercy Medical Center FSX1","SMS20220050: FSX1","FLUOROspeed.X1","SNA63924A796C1","2024-08-30 09:00:52.731 UTC-06:00","true","2024-08-31 00:00:52.731000"
"TW ConnectionStatusDetection : **BMI** Mercy Medical Center FSX1 SMS20220050: FSX1","2024-08-30 23:47:39","2024-08-30 23:47:45.257000","**BMI** Mercy Medical Center FSX1","SMS20220050: FSX1","FLUOROspeed.X1","SNA63924A796C1","2024-08-30 08:47:37.166 UTC-06:00","false","2024-08-30 23:47:37.166000"
"TW ConnectionStatusDetection : **CII** Peace Diagnostic Imaging SVG4 SMS20210172: SVG4","2024-08-30 23:03:45","2024-08-30 23:03:52.614000","**CII** Peace Diagnostic Imaging SVG4","SMS20210172: SVG4","DR-300","SN075924A796C1","2024-08-30 07:03:43.934 UTC-07:00","true","2024-08-30 23:03:43.934000"
"TW ConnectionStatusDetection : **CII** Peace Diagnostic Imaging SVG4 SMS20210172: SVG4","2024-08-30 22:37:40","2024-08-30 22:37:45.786000","**CII** Peace Diagnostic Imaging SVG4","SMS20210172: SVG4","DR-300","SN075924A796C1","2024-08-30 06:37:37.236 UTC-07:00","false","2024-08-30 22:37:37.236000"
"TW ConnectionStatusDetection : **CMS** McLeod Health Cheraw FSX1 SMS20220038: FSX1","2024-08-31 12:34:32","2024-08-31 12:34:37.378000","**CMS** McLeod Health Cheraw FSX1","SMS20220038: FSX1","FLUOROspeed.X1","SN0F3924A796C1","2024-08-30 22:34:30.460 UTC-05:00","true","2024-08-31 12:34:30.460000"
"TW ConnectionStatusDetection : **CMS** McLeod Health Cheraw FSX1 SMS20220038: FSX1","2024-08-31 12:32:40","2024-08-31 12:32:45.927000","**CMS** McLeod Health Cheraw FSX1","SMS20220038: FSX1","FLUOROspeed.X1","SN0F3924A796C1","2024-08-30 22:32:37.198 UTC-05:00","false","2024-08-31 12:32:37.198000"
"TW ConnectionStatusDetection : **AMEN** Main Street Radiology 5 SVG4 SMS20190046: SVG4","2024-09-02 18:46:20","2024-09-02 18:46:23.773000","**AMEN** Main Street Radiology 5 SVG4","SMS20190046: SVG4","DR-300","SNE5DF03196C49","2024-09-02 04:46:18.771 UTC-05:00","true","2024-09-02 18:46:18.771000"
"TW ConnectionStatusDetection : **SNW** Logan Medical Center in Kalispell SVG4 SMS20200346: SVG4","2024-09-02 18:34:49","2024-09-02 18:34:55.033000","**SNW** Logan Medical Center in Kalispell SVG4","SMS20200346: SVG4","DR-300","SN0C879B03D44F","2024-09-02 02:34:48.221 UTC-07:00","true","2024-09-02 18:34:48.221000"
"TW ConnectionStatusDetection : **AMEN** Main Street Radiology 5 SVG4 SMS20190046: SVG4","2024-09-02 18:27:40","2024-09-02 18:27:47.483000","**AMEN** Main Street Radiology 5 SVG4","SMS20190046: SVG4","DR-300","SNE5DF03196C49","2024-09-02 04:27:37.260 UTC-05:00","false","2024-09-02 18:27:37.260000"
"TW ConnectionStatusDetection : **SNW** Logan Medical Center in Kalispell SVG4 SMS20200346: SVG4","2024-09-02 18:27:39","2024-09-02 18:27:46.212000","**SNW** Logan Medical Center in Kalispell SVG4","SMS20200346: SVG4","DR-300","SN0C879B03D44F","2024-09-02 02:27:37.267 UTC-07:00","false","2024-09-02 18:27:37.267000"
"TW ConnectionStatusDetection : **BMI** Medical Associates Clinic SVG4 SMS20170265: SVG4","2024-09-02 18:07:07","2024-09-02 18:08:35.713000","**BMI** Medical Associates Clinic SVG4","SMS20170265: SVG4","DR-300","SNCD1670F54000","2024-09-02 03:07:06.046 UTC-06:00","true","2024-09-02 18:07:06.046000"
"TW ConnectionStatusDetection : **BMI** HSHS St Vincent Green Bay SMS20220378: FSX1","2024-09-02 18:06:26","2024-09-02 18:08:34.437000","**BMI** HSHS St Vincent Green Bay","SMS20220378: FSX1","FLUOROspeed.X1","SNCBE445D23000","2024-09-02 18:06:25.580 UTC+09:00","true","2024-09-02 18:06:25.580000"
"TW ConnectionStatusDetection : **AMEN** Main Street Radiology 5 SVG4 SMS20190046: SVG4","2024-09-02 18:07:52","2024-09-02 18:08:34.075000","**AMEN** Main Street Radiology 5 SVG4","SMS20190046: SVG4","DR-300","SNE5DF03196C49","2024-09-02 04:07:50.813 UTC-05:00","true","2024-09-02 18:07:50.813000"
"TW ConnectionStatusDetection : **AIL** Einstein Medical Center Montgomery SVG4 SMS20200001 : SVG4","2024-09-02 18:06:24","2024-09-02 18:08:32.249000","**AIL** Einstein Medical Center Montgomery SVG4","SMS20200001 : SVG4","DR-300","SNB30F53196C49","2024-09-02 04:06:23.502 UTC-05:00","true","2024-09-02 18:06:23.502000"
"TW ConnectionStatusDetection : **AMEN** MAIN STREET RADIOLOGY #6 SMS20220115: SVG4","2024-09-02 18:06:28","2024-09-02 18:08:32.238000","**AMEN** MAIN STREET RADIOLOGY #6","SMS20220115: SVG4","DR-300","SN4D4924A796C1","2024-09-02 04:06:27.596 UTC-05:00","true","2024-09-02 18:06:27.596000"
"TW ConnectionStatusDetection : **AIL** Cape Cod Hospital SMS20240006: FSX1","2024-09-02 18:06:23","2024-09-02 18:08:31.142000","**AIL** Cape Cod Hospital","SMS20240006: FSX1","FLUOROspeed.X1","SN24D675D23000","2024-09-02 04:06:22.547 UTC-05:00","true","2024-09-02 18:06:22.547000"
"TW ConnectionStatusDetection : **SNW** Cascade Valley Hospital SMS20200099: FSX1","2024-09-02 18:06:21","2024-09-02 18:08:28.081000","**SNW** Cascade Valley Hospital","SMS20200099: FSX1","FLUOROspeed.X1","SN3FFE53196C49","2024-09-02 01:06:20.673 UTC-08:00","true","2024-09-02 18:06:20.673000"
"TW ConnectionStatusDetection : **CMS** Novant Health Imaging Piedmont SMS20230019: FSX1","2024-09-02 18:06:18","2024-09-02 18:08:27.704000","**CMS** Novant Health Imaging Piedmont","SMS20230019: FSX1","FLUOROspeed.X1","SN0E1235D23000","2024-09-02 04:06:17.918 UTC-05:00","true","2024-09-02 18:06:17.918000"
"TW ConnectionStatusDetection : **SNW** Santiam Hospital SMS20210051: SVG4","2024-09-02 18:06:19","2024-09-02 18:08:27.468000","**SNW** Santiam Hospital","SMS20210051: SVG4","DR-300","SN042924A796C1","2024-09-02 01:06:19.327 UTC-08:00","true","2024-09-02 18:06:19.327000"
"TW ConnectionStatusDetection : **EDS** Clay County Hospital SMS20240071: FSX1","2024-09-02 18:06:18","2024-09-02 18:08:26.819000","**EDS** Clay County Hospital","SMS20240071: FSX1","FLUOROspeed.X1","SNAEA255D23000","2024-09-02 18:06:17.212 UTC+09:00","true","2024-09-02 18:06:17.212000"
"TW ConnectionStatusDetection : **AGI** Palomar Medical Center Poway SVG4 SMS20200058: SVG4","2024-09-02 18:06:17","2024-09-02 18:07:57.944000","**AGI** Palomar Medical Center Poway SVG4","SMS20200058: SVG4","DR-300","SN39FE53196C49","2024-09-02 01:06:16.335 UTC-08:00","true","2024-09-02 18:06:16.335000"
"TW ConnectionStatusDetection : **AIL** OhioHealth Doctor's Hospital SVG4 SMS20220145: SVG4","2024-09-02 18:06:16","2024-09-02 18:07:56.917000","**AIL** OhioHealth Doctor's Hospital SVG4","SMS20220145: SVG4","DR-300","SNE4EF03196C49","2024-09-02 04:06:15.661 UTC-05:00","true","2024-09-02 18:06:15.661000"
"TW ConnectionStatusDetection : **AIL** OhioHealth Medcentral Shelby Hospital FSX1 SMS20220070: FSX1","2024-09-02 18:06:13","2024-09-02 18:07:54.692000","**AIL** OhioHealth Medcentral Shelby Hospital FSX1","SMS20220070: FSX1","FLUOROspeed.X1","SNCF3924A796C1","2024-09-02 18:06:11.877 UTC+09:00","true","2024-09-02 18:06:11.877000"
"TW ConnectionStatusDetection : **EDS** SARAH BUSH LINCOLN HEATLH CENTER FSX1 SMS20210013: FSX1","2024-09-02 18:06:14","2024-09-02 18:07:53.708000","**EDS** SARAH BUSH LINCOLN HEATLH CENTER FSX1","SMS20210013: FSX1","FLUOROspeed.X1","SNB00F53196C49","2024-09-02 03:06:13.484 UTC-06:00","true","2024-09-02 18:06:13.484000"
"TW ConnectionStatusDetection : **CII** Peace Diagnostic Imaging SVG4 SMS20210172: SVG4","2024-09-02 18:06:10","2024-09-02 18:07:53.258000","**CII** Peace Diagnostic Imaging SVG4","SMS20210172: SVG4","DR-300","SN075924A796C1","2024-09-02 02:06:09.356 UTC-07:00","true","2024-09-02 18:06:09.356000"
"TW ConnectionStatusDetection : **CMS** McLeod Health Cheraw FSX1 SMS20220038: FSX1","2024-09-02 18:06:12","2024-09-02 18:07:52.790000","**CMS** McLeod Health Cheraw FSX1","SMS20220038: FSX1","FLUOROspeed.X1","SN0F3924A796C1","2024-09-02 04:06:11.636 UTC-05:00","true","2024-09-02 18:06:11.636000"
"TW ConnectionStatusDetection : **AIL** Holzer Medical Center SMS20230091: TRINIAS","2024-09-02 18:06:12","2024-09-02 18:07:52.172000","**AIL** Holzer Medical Center","SMS20230091: TRINIAS","Trinias","SN63F855D23000","2024-09-02 04:06:11.127 UTC-05:00","true","2024-09-02 18:06:11.127000"
"TW ConnectionStatusDetection : **COMP** COBRE VALLEY REG. MED. CTR SMS20230138: FSX1","2024-09-02 18:06:08","2024-09-02 18:07:52.049000","**COMP** COBRE VALLEY REG. MED. CTR","SMS20230138: FSX1","FLUOROspeed.X1","SN47C545D23000","2024-09-02 02:06:07.187 UTC-07:00","true","2024-09-02 18:06:07.187000"
"TW ConnectionStatusDetection : **SMS-IL** Northwest Community SVG4 SMS20210359: SVG4","2024-09-02 18:06:12","2024-09-02 18:07:51.927000","**SMS-IL** Northwest Community SVG4","SMS20210359: SVG4","DR-300","SN063924A796C1","2024-09-02 03:06:10.815 UTC-06:00","true","2024-09-02 18:06:10.815000"
"TW ConnectionStatusDetection : **CMS** Henry County Medical Center SVG4 SMS20200290: SVG4","2024-09-02 18:06:01","2024-09-02 18:07:28.109000","**CMS** Henry County Medical Center SVG4","SMS20200290: SVG4","DR-300","SNEB1F53196C49","2024-09-02 03:05:58.890 UTC-06:00","true","2024-09-02 18:05:58.890000"
"TW ConnectionStatusDetection : **BMI** McFarland Clinic FSX1 SMS20220161: FSX1","2024-09-02 18:06:01","2024-09-02 18:07:27.369000","**BMI** McFarland Clinic FSX1","SMS20220161: FSX1","FLUOROspeed.X1","SN588154A796C1","2024-09-02 03:05:59.860 UTC-06:00","true","2024-09-02 18:05:59.860000"
"TW ConnectionStatusDetection : **SNW** Logan Medical Center in Kalispell SVG4 SMS20200346: SVG4","2024-09-02 18:06:01","2024-09-02 18:07:24.312000","**SNW** Logan Medical Center in Kalispell SVG4","SMS20200346: SVG4","DR-300","SN0C879B03D44F","2024-09-02 02:05:58.739 UTC-07:00","true","2024-09-02 18:05:58.739000"
"TW ConnectionStatusDetection : **MMS** St. Tammany Parish SVG4 SMS20190049: SVG4","2024-09-02 18:06:02","2024-09-02 18:07:23.831000","**MMS** St. Tammany Parish SVG4","SMS20190049: SVG4","DR-300","SNB91F53196C49","2024-09-02 03:06:00.600 UTC-06:00","true","2024-09-02 18:06:00.600000"
"TW ConnectionStatusDetection : **BMI** Mercy Medical Center FSX1 SMS20220050: FSX1","2024-09-02 18:06:02","2024-09-02 18:07:22.430000","**BMI** Mercy Medical Center FSX1","SMS20220050: FSX1","FLUOROspeed.X1","SNA63924A796C1","2024-09-02 03:06:00.325 UTC-06:00","true","2024-09-02 18:06:00.325000"
"TW ConnectionStatusDetection : **AIL** Yale Newhaven Health #2 SMS20220036: FSX1","2024-09-02 18:05:59","2024-09-02 18:07:14.294000","**AIL** Yale Newhaven Health #2","SMS20220036: FSX1","FLUOROspeed.X1","SNA83924A796C1","2024-09-02 04:05:57.930 UTC-05:00","true","2024-09-02 18:05:57.930000"
"TW ConnectionStatusDetection : **CIS** William Bee Ririe Hospital SVG4 SMS20220234: SVG4","2024-09-02 18:06:00","2024-09-02 18:07:14.163000","**CIS** William Bee Ririe Hospital SVG4","SMS20220234: SVG4","DR-300","SN938154A796C1","2024-09-02 01:05:58.126 UTC-08:00","true","2024-09-02 18:05:58.126000"
"TW ConnectionStatusDetection : **EDS** Jersey Community Hospital SMS20220375: FSX1","2024-09-02 18:05:56","2024-09-02 18:07:12.255000","**EDS** Jersey Community Hospital","SMS20220375: FSX1","FLUOROspeed.X1","SNC06545D23000","2024-09-02 03:05:55.049 UTC-06:00","true","2024-09-02 18:05:55.049000"
"TW ConnectionStatusDetection : **EDS** Pana Community Hospital SMS20220281: FSX1","2024-09-02 18:05:57","2024-09-02 18:07:11.370000","**EDS** Pana Community Hospital","SMS20220281: FSX1","FLUOROspeed.X1","SN004715D23000","2024-09-02 03:05:56.343 UTC-06:00","true","2024-09-02 18:05:56.343000"
"TW ConnectionStatusDetection : **BMI** Winneshiek Medical Center FSX1 SMS20220054: FSX1","2024-09-02 18:05:56","2024-09-02 18:07:10.600000","**BMI** Winneshiek Medical Center FSX1","SMS20220054: FSX1","FLUOROspeed.X1","SN643924A796C1","2024-09-02 03:05:54.799 UTC-06:00","true","2024-09-02 18:05:54.799000"
"TW ConnectionStatusDetection : **SNW** St Peter's (MT) SM20220063: FSX1","2024-09-02 18:05:56","2024-09-02 18:07:10.386000","**SNW** St Peter's (MT)","SM20220063: FSX1","FLUOROspeed.X1","SN7BDBFB5DF30C","2024-09-02 02:05:55.590 UTC-07:00","true","2024-09-02 18:05:55.590000"
"TW ConnectionStatusDetection : **CMS** COOKEVILLE REGIONAL MEDICAL CENTER SMS20240095: SVG4","2024-09-02 18:05:56","2024-09-02 18:07:10.303000","**CMS** COOKEVILLE REGIONAL MEDICAL CENTER","SMS20240095: SVG4","DR-300","SN2D9155D23000","2024-09-02 03:05:55.278 UTC-06:00","true","2024-09-02 18:05:55.278000"
"TW ConnectionStatusDetection : **AMEN** Arnot-Ogden Medical Center SMS20230282: FSX1","2024-09-02 18:05:54","2024-09-02 18:06:37.662000","**AMEN** Arnot-Ogden Medical Center","SMS20230282: FSX1","FLUOROspeed.X1","SN267D65D23000","2024-09-02 04:05:53.019 UTC-05:00","true","2024-09-02 18:05:53.019000"
"TW ConnectionStatusDetection : **SNW** Mid-Valley Hospital SMS20230312: FSX1","2024-09-02 18:05:53","2024-09-02 18:06:36.234000","**SNW** Mid-Valley Hospital","SMS20230312: FSX1","FLUOROspeed.X1","SNEFDB65D23000","2024-09-02 01:05:52.264 UTC-08:00","true","2024-09-02 18:05:52.264000"
"TW ConnectionStatusDetection : **BMI** Hancock County Memorial Hospital FSX1 SMS20200362: FSX1","2024-09-02 18:05:53","2024-09-02 18:06:36.225000","**BMI** Hancock County Memorial Hospital FSX1","SMS20200362: FSX1","FLUOROspeed.X1","SNA8879B03D44F","2024-09-02 03:05:51.482 UTC-06:00","true","2024-09-02 18:05:51.482000"
"TW ConnectionStatusDetection : **AIL** Memorial Hospital of South Bend SMS20220299: FSX1","2024-09-02 18:05:52","2024-09-02 18:06:35.943000","**AIL** Memorial Hospital of South Bend","SMS20220299: FSX1","FLUOROspeed.X1","SNE69515D23000","2024-09-02 04:05:51.279 UTC-05:00","true","2024-09-02 18:05:51.279000"
"TW ConnectionStatusDetection : **SNW** Evergreen Health Monroe Medical Center SMS20240103: FSX1","2024-09-02 18:05:50","2024-09-02 18:06:34.672000","**SNW** Evergreen Health Monroe Medical Center","SMS20240103: FSX1","FLUOROspeed.X1","SNA7D675D23000","2024-09-02 01:05:49.629 UTC-08:00","true","2024-09-02 18:05:49.629000"
"TW ConnectionStatusDetection : **AIL** Southeastern OH Regional Medical Ctr SVG4 SMS20220023: SVG4","2024-09-02 18:05:52","2024-09-02 18:06:34.472000","**AIL** Southeastern OH Regional Medical Ctr SVG4","SMS20220023: SVG4","DR-300","SND48154A796C1","2024-09-02 04:05:51.321 UTC-05:00","true","2024-09-02 18:05:51.321000"
"TW ConnectionStatusDetection : **AIL** Ohio Health Mansfield FSX1","2024-09-02 18:05:51","2024-09-02 18:06:33.628000","**AIL** Ohio Health Mansfield FSX1","","FLUOROspeed.X1","SN6C1F53196C49","2024-09-02 04:05:49.773 UTC-05:00","true","2024-09-02 18:05:49.773000"
"TW ConnectionStatusDetection : **SMS** RSTI Trinias SMS RSTI Trinias","2024-09-02 18:05:50","2024-09-02 18:06:32.641000","**SMS** RSTI Trinias","SMS RSTI Trinias ","Trinias","SN0D1670F54000","2024-09-02 04:05:49.386 UTC-05:00","true","2024-09-02 18:05:49.386000"
"TW ConnectionStatusDetection : **CMS** SELF REGIONAL HEALTHCARE SMS20230230: TRINIAS","2024-09-02 18:05:50","2024-09-02 18:06:32.309000","**CMS** SELF REGIONAL HEALTHCARE","SMS20230230: TRINIAS","Trinias","SNCDB255D23000","2024-09-02 04:05:49.071 UTC-05:00","true","2024-09-02 18:05:49.071000"
"TW ConnectionStatusDetection : **CMS** NOVANT HEALTH HUNTERSVILLE MEDICAL CENTER SMS20230158: FSX1","2024-09-02 18:05:50","2024-09-02 18:06:31.893000","**CMS** NOVANT HEALTH HUNTERSVILLE MEDICAL CENTER","SMS20230158: FSX1","FLUOROspeed.X1","SNA6C545D23000","2024-09-02 04:05:49.059 UTC-05:00","true","2024-09-02 18:05:49.059000"
"TW ConnectionStatusDetection : **SNW** CABINET PEAKS MEDICAL CENTER SMS20230130: FSX1","2024-09-02 18:05:50","2024-09-02 18:06:31.034000","**SNW** CABINET PEAKS MEDICAL CENTER","SMS20230130: FSX1","FLUOROspeed.X1","SN077D65D23000","2024-09-02 02:05:49.364 UTC-07:00","true","2024-09-02 18:05:49.364000"
"TW ConnectionStatusDetection : **BMI** CENTRACARE CLINIC WOMEN & CHILDREN SMS20220286: FSX1","2024-09-02 18:05:49","2024-09-02 18:05:58.598000","**BMI** CENTRACARE CLINIC WOMEN & CHILDREN","SMS20220286: FSX1","FLUOROspeed.X1","SNB78154A796C1","2024-09-02 03:05:48.384 UTC-06:00","true","2024-09-02 18:05:48.384000"
"TW ConnectionStatusDetection : **AMEN** Wyoming County Community Hospital FSX1","2024-09-02 18:05:49","2024-09-02 18:05:58.337000","**AMEN** Wyoming County Community Hospital FSX1","","FLUOROspeed.X1","SN120F53196C49","2024-09-02 04:05:47.996 UTC-05:00","true","2024-09-02 18:05:47.996000"
"TW ConnectionStatusDetection : **AIL** Yale Newhaven Health #1 SMS20220168: FSX1","2024-09-02 18:05:49","2024-09-02 18:05:57.654000","**AIL** Yale Newhaven Health #1","SMS20220168: FSX1","FLUOROspeed.X1","SN788154A796C1","2024-09-02 04:05:47.795 UTC-05:00","true","2024-09-02 18:05:47.795000"
"TW ConnectionStatusDetection : **AIL** Salem Regional Medical Center SMS20230194: FSX1","2024-09-02 18:05:48","2024-09-02 18:05:55.960000","**AIL** Salem Regional Medical Center","SMS20230194: FSX1","FLUOROspeed.X1","SN01B255D23000","2024-09-02 04:05:47.314 UTC-05:00","true","2024-09-02 18:05:47.314000"
